YEVMİYE DEFTERİ;;;;;
ALANYA ÖZKAN KIRTASİYE MAT.YAY.İNŞ.TİC.LTD.ŞTİ.;;;;;
Dönem :;01/01/2025-31/12/2025;;;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70113291141890 10/06 001116426 YI-DB AKPOS PES ODE 20250501;535,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70113291141890 10/06 001116426 YI-EC AKPOS PES ODE 20250501;3.600,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70113291141890 10/06 001116426 YI-VS AKPOS PES ODE 20250501;530,00;;
FİŞ AÇIKLAMA : ;AKBANK;;;;
TOPLAM :;;;;5.875,00;5.875,00
;;;;;
06494-----06494-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
102;BANKALAR;   ;;34.737,52;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 5484,6 Komisyon : 0,Bloke No : 1398220339, BT: 17 05 2025, ÇT:09;5.484,60;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 1111,6 Komisyon : 0,Bloke No : 1398220358, BT: 17 05 2025, ÇT:09;1.111,60;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 2009,4 Komisyon : 0,Bloke No : 1398220351, BT: 17 05 2025, ÇT:09;2.009,40;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 4001,1 Komisyon : 0,Bloke No : 1398220354, BT: 17 05 2025, ÇT:09;4.001,10;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 655,2 Komisyon : 0,Bloke No : 1398220332, BT: 17 05 2025, ÇT:09 0;655,20;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 144 Komisyon : 0,Bloke No : 1398220356, BT: 17 05 2025, ÇT:09 06;144,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 3939,8 Komisyon : 0,Bloke No : 1398220341, BT: 17 05 2025, ÇT:09;3.939,80;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 2440,6 Komisyon : 0,Bloke No : 1398220344, BT: 17 05 2025, ÇT:09;2.440,60;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 65 Komisyon : 0,Bloke No : 1398220336, BT: 17 05 2025, ÇT:09 06 2;65,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 280,64 Komisyon : 0,Bloke No : 1398220346, BT: 17 05 2025, ÇT:09;280,64;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 494 Komisyon : 0,Bloke No : 1398220359, BT: 17 05 2025, ÇT:09 06;494,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 569 Komisyon : 0,Bloke No : 1398220348, BT: 17 05 2025, ÇT:09 06;569,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 5802,7 Komisyon : 0,Bloke No : 1398220338, BT: 17 05 2025, ÇT:09;5.802,70;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 390 Komisyon : 0,Bloke No : 1398220349, BT: 17 05 2025, ÇT:09 06;390,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 170 Komisyon : 0,Bloke No : 1398220343, BT: 17 05 2025, ÇT:09 06;170,00;;
   102.19;ZİRAAT POS HESABI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 7179,88 Komisyon : 0,Bloke No : 1398220353, BT: 17 05 2025, ÇT:09;7.179,88;;
108;DİĞER HAZIR DEĞERLER;   ;;;34.737,52
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 7179,88 Komisyon : 0,Bloke No : 1398220353, BT: 17 05 2025, ÇT:09;7.179,88;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 4001,1 Komisyon : 0,Bloke No : 1398220354, BT: 17 05 2025, ÇT:09;4.001,10;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 144 Komisyon : 0,Bloke No : 1398220356, BT: 17 05 2025, ÇT:09 06;144,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 2440,6 Komisyon : 0,Bloke No : 1398220344, BT: 17 05 2025, ÇT:09;2.440,60;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 280,64 Komisyon : 0,Bloke No : 1398220346, BT: 17 05 2025, ÇT:09;280,64;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 569 Komisyon : 0,Bloke No : 1398220348, BT: 17 05 2025, ÇT:09 06;569,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 390 Komisyon : 0,Bloke No : 1398220349, BT: 17 05 2025, ÇT:09 06;390,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 1111,6 Komisyon : 0,Bloke No : 1398220358, BT: 17 05 2025, ÇT:09;1.111,60;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 494 Komisyon : 0,Bloke No : 1398220359, BT: 17 05 2025, ÇT:09 06;494,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 655,2 Komisyon : 0,Bloke No : 1398220332, BT: 17 05 2025, ÇT:09 0;655,20;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 65 Komisyon : 0,Bloke No : 1398220336, BT: 17 05 2025, ÇT:09 06 2;65,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 5802,7 Komisyon : 0,Bloke No : 1398220338, BT: 17 05 2025, ÇT:09;5.802,70;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 5484,6 Komisyon : 0,Bloke No : 1398220339, BT: 17 05 2025, ÇT:09;5.484,60;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 3939,8 Komisyon : 0,Bloke No : 1398220341, BT: 17 05 2025, ÇT:09;3.939,80;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 170 Komisyon : 0,Bloke No : 1398220343, BT: 17 05 2025, ÇT:09 06;170,00;;
   108.01;KREDİ KARTI SATIŞLARI;BE 70309432342080 10/06 İşyeri no:000000000771359,Tutar : 2009,4 Komisyon : 0,Bloke No : 1398220351, BT: 17 05 2025, ÇT:09;2.009,40;;
FİŞ AÇIKLAMA : ;ZİRAATBANK;;;;
TOPLAM :;;;;34.737,52;34.737,52
;;;;;
06495-----06495-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
102;BANKALAR;   ;;14.869,30;
   102.01;YAPIKREDİ TR39 0006 7010 0000 0055 2238 24 NOLU HS. ;BE 70313050042140 10/06 1801374784X100625300425PEŞİNSATIŞ;11.613,20;;
   102.01;YAPIKREDİ TR39 0006 7010 0000 0055 2238 24 NOLU HS. ;BE 70313050042140 10/06 1801374784X100625090625PEŞİNSATIŞ;2.935,70;;
   102.01;YAPIKREDİ TR39 0006 7010 0000 0055 2238 24 NOLU HS. ;BE 70313050042140 10/06 1801374784X100625090525PEŞİNSATIŞ;320,40;;
760;PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ;   ;;59,84;
   760.13;BANKA POS GİDERLERİ;BE 70313050042140 10/06 1801374784X100625090625ÜYE İŞYERİ ÜCRETİ - PEŞİN BSMV;2,77;;
   760.13;BANKA POS GİDERLERİ;BE 70313050042140 10/06 1801374784X100625090625ÜYE İŞYERİ ÜCRETİ - PEŞİN;55,47;;
   760.13;BANKA POS GİDERLERİ;BE 70313050042140 10/06 1801374784X100625090525PEŞİNSATIŞKATKIPAYI;1,60;;
102;BANKALAR;   ;;;59,84
   102.01;YAPIKREDİ TR39 0006 7010 0000 0055 2238 24 NOLU HS. ;BE 70313050042140 10/06 1801374784X100625090525PEŞİNSATIŞKATKIPAYI;1,60;;
   102.01;YAPIKREDİ TR39 0006 7010 0000 0055 2238 24 NOLU HS. ;BE 70313050042140 10/06 1801374784X100625090625ÜYE İŞYERİ ÜCRETİ - PEŞİN;55,47;;
   102.01;YAPIKREDİ TR39 0006 7010 0000 0055 2238 24 NOLU HS. ;BE 70313050042140 10/06 1801374784X100625090625ÜYE İŞYERİ ÜCRETİ - PEŞİN BSMV;2,77;;
108;DİĞER HAZIR DEĞERLER;   ;;;14.869,30
   108.19;FENERİUM KREDİ KARTI SATIŞLARI;BE 70313050042140 10/06 1801374784X100625300425PEŞİNSATIŞ;11.613,20;;
   108.19;FENERİUM KREDİ KARTI SATIŞLARI;BE 70313050042140 10/06 1801374784X100625090525PEŞİNSATIŞ;320,40;;
   108.19;FENERİUM KREDİ KARTI SATIŞLARI;BE 70313050042140 10/06 1801374784X100625090625PEŞİNSATIŞ;2.935,70;;
FİŞ AÇIKLAMA : ;YKB;;;;
TOPLAM :;;;;14.929,14;14.929,14
;;;;;
06496-----06496-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;1.735,05;
153.10;% 10 KDV Lİ ALIŞLAR;   ;460,05;;
   153.10.02;KIRTASİYE ALIŞLARI;FT AEP2025000005085 10/06 AKKAYMAK KIRTASİYE İŞ EĞİTİMİ MALZEMELERİ KOZMETİK TUHAFİYE BİLGİSAYAR İNŞ.HIR.SAN.VE TİC.LTD.ŞTİ.;460,05;;
153.20;%20 KDV Lİ ALIŞLAR;   ;1.275,00;;
   153.20.01;%20 KDV Lİ KIRTASİYE ALIŞLARI;FT AEP2025000005085 10/06 AKKAYMAK KIRTASİYE İŞ EĞİTİMİ MALZEMELERİ KOZMETİK TUHAFİYE BİLGİSAYAR İNŞ.HIR.SAN.VE TİC.LTD.ŞTİ.;1.275,00;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;301,01;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;301,01;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT AEP2025000005085 10/06 AKKAYMAK KIRTASİYE İŞ EĞİTİMİ MALZEMELERİ KOZMETİK TUHAFİYE BİLGİSAYAR İNŞ.HIR.SAN.VE TİC.LTD.ŞTİ.;46,01;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT AEP2025000005085 10/06 AKKAYMAK KIRTASİYE İŞ EĞİTİMİ MALZEMELERİ KOZMETİK TUHAFİYE BİLGİSAYAR İNŞ.HIR.SAN.VE TİC.LTD.ŞTİ.;255,00;;
320;SATICILAR;   ;;;2.036,06
   320.551;AKKAYMAK KIRTASİYE İŞ EĞİTİMİ MALZEMELERİ KOZMETİK TUHAFİYE BİLGİSAYAR İNŞ.HIR.SAN.VE TİC.LTD.ŞTİ.;FT AEP2025000005085 10/06 AKKAYMAK KIRTASİYE İŞ EĞİTİMİ MALZEMELERİ KOZMETİK TUHAFİYE BİLGİSAYAR İNŞ.HIR.SAN.VE TİC.LTD.ŞTİ.;2.036,06;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;2.036,06;2.036,06
;;;;;
06497-----06497-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;6.709,65;
   153.00;KDV SİZ MAL ALIŞLARI;FT KID2025000009195 10/06 KİDA KİTAP YAYIN DAĞITIM VE TİCARET ANONİM ŞİRKETİ;6.709,65;;
320;SATICILAR;   ;;;6.709,65
   320.177;KİDA KİTAP YAYIN DAĞITIM VE TİCARET ANONİM ŞİRKETİ;FT KID2025000009195 10/06 KİDA KİTAP YAYIN DAĞITIM VE TİCARET ANONİM ŞİRKETİ;6.709,65;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;6.709,65;6.709,65
;;;;;
06498-----06498-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;11.020,00;
   153.00;KDV SİZ MAL ALIŞLARI;FT ERD2025000001463 10/06 ERDEM YAYINLARI TİCARET ANONİM ŞİRKETİ;11.020,00;;
320;SATICILAR;   ;;;11.020,00
   320.250;ERDEM YAYINLARI TİCARET ANONİM ŞİRKETİ;FT ERD2025000001463 10/06 ERDEM YAYINLARI TİCARET ANONİM ŞİRKETİ;11.020,00;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;11.020,00;11.020,00
;;;;;
06499-----06499-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;2.865,96;
   153.00;KDV SİZ MAL ALIŞLARI;FT KLS2025000011752 10/06 KALITIM BASIM YAYIN DAĞITIM BİLGİ SİSTEMLERİ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;2.865,96;;
320;SATICILAR;   ;;;2.865,96
   320.341;KALITIM BASIM YAYIN DAĞITIM BİLGİ SİSTEMLERİ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;FT KLS2025000011752 10/06 KALITIM BASIM YAYIN DAĞITIM BİLGİ SİSTEMLERİ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;2.865,96;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;2.865,96;2.865,96
;;;;;
06500-----06500-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;3.500,00;
   153.00;KDV SİZ MAL ALIŞLARI;FT ANE2025000004293 10/06 ANALİZ DERGİSİ YAYINCILIK EĞT.BAS.BASM.DAĞ.TİC.LTD.Ş;3.500,00;;
320;SATICILAR;   ;;;3.500,00
   320.435;ANALİZ DERGİSİ YAYINCILIK EĞT.BAS.BASM.DAĞ.TİC.LTD.Ş;FT ANE2025000004293 10/06 ANALİZ DERGİSİ YAYINCILIK EĞT.BAS.BASM.DAĞ.TİC.LTD.Ş;3.500,00;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;3.500,00;3.500,00
;;;;;
06501-----06501-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;4.498,40;
   153.00;KDV SİZ MAL ALIŞLARI;FT ASY2025000006602 10/06 ASYA KÜLTÜR VE HAZIRLIK YAYINLARI DAĞITIM LİMİTED ŞİRKETİ;4.498,40;;
320;SATICILAR;   ;;;4.498,40
   320.09;ASYA KÜLTÜR VE HAZIRLIK YAYINLARI DAĞITIM LİMİTED ŞİRKETİ;FT ASY2025000006602 10/06 ASYA KÜLTÜR VE HAZIRLIK YAYINLARI DAĞITIM LİMİTED ŞİRKETİ;4.498,40;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;4.498,40;4.498,40
;;;;;
06502-----06502-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;11.900,00;
   153.00;KDV SİZ MAL ALIŞLARI;FT ASY2025000006612 10/06 ASYA KÜLTÜR VE HAZIRLIK YAYINLARI DAĞITIM LİMİTED ŞİRKETİ;11.900,00;;
320;SATICILAR;   ;;;11.900,00
   320.09;ASYA KÜLTÜR VE HAZIRLIK YAYINLARI DAĞITIM LİMİTED ŞİRKETİ;FT ASY2025000006612 10/06 ASYA KÜLTÜR VE HAZIRLIK YAYINLARI DAĞITIM LİMİTED ŞİRKETİ;11.900,00;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;11.900,00;11.900,00
;;;;;
06503-----06503-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;7.975,25;
   153.00;KDV SİZ MAL ALIŞLARI;FT KID2025000009261 10/06 KİDA KİTAP YAYIN DAĞITIM VE TİCARET ANONİM ŞİRKETİ;7.975,25;;
320;SATICILAR;   ;;;7.975,25
   320.177;KİDA KİTAP YAYIN DAĞITIM VE TİCARET ANONİM ŞİRKETİ;FT KID2025000009261 10/06 KİDA KİTAP YAYIN DAĞITIM VE TİCARET ANONİM ŞİRKETİ;7.975,25;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;7.975,25;7.975,25
;;;;;
06504-----06504-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;25.168,63;
153.20;%20 KDV Lİ ALIŞLAR;   ;25.168,63;;
   153.20.01;%20 KDV Lİ KIRTASİYE ALIŞLARI;FT EFT2025000016267 10/06 KADIOĞLU KIRTASİYE TİCARET VE SANAYİLTD.ŞTİ.;25.168,63;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;5.033,73;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;5.033,73;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT EFT2025000016267 10/06 KADIOĞLU KIRTASİYE TİCARET VE SANAYİLTD.ŞTİ.;5.033,73;;
320;SATICILAR;   ;;;30.202,36
   320.354;KADIOĞLU KIRTASİYE TİCARET VE SANAYİLTD.ŞTİ.;FT EFT2025000016267 10/06 KADIOĞLU KIRTASİYE TİCARET VE SANAYİLTD.ŞTİ.;30.202,36;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;30.202,36;30.202,36
;;;;;
06505-----06505-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
153;TİCARİ MALLAR;   ;;500,00;
153.20;%20 KDV Lİ ALIŞLAR;   ;500,00;;
   153.20.01;%20 KDV Lİ KIRTASİYE ALIŞLARI;FT AR02025000000303 10/06 ARSLANTEKİN ELEKTRİK ELEKTRONİK GÜVENLİK SİSTEMLERİ TURİZM İNŞAAT TARIM SANAYİ VE TİCARET LİMİTED Ş;500,00;;
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;100,00;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;100,00;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT AR02025000000303 10/06 ARSLANTEKİN ELEKTRİK ELEKTRONİK GÜVENLİK SİSTEMLERİ TURİZM İNŞAAT TARIM SANAYİ VE TİCARET LİMİTED Ş;100,00;;
320;SATICILAR;   ;;;600,00
   320.495;ARSLANTEKİN ELEKTRİK ELEKTRONİK GÜVENLİK SİSTEMLERİ TURİZM İNŞAAT TARIM SANAYİ VE TİCARET LİMİTED Ş;FT AR02025000000303 10/06 ARSLANTEKİN ELEKTRİK ELEKTRONİK GÜVENLİK SİSTEMLERİ TURİZM İNŞAAT TARIM SANAYİ VE TİCARET LİMİTED Ş;600,00;;
FİŞ AÇIKLAMA : ;ALIŞ;;;;
TOPLAM :;;;;600,00;600,00
;;;;;
06506-----06506-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
100;KASA;   ;;8.066,10;
   100.01;NAKİT KASASI TL;ZR 0979 10/06 MERKEZ Z RAPORU;8.066,10;;
108;DİĞER HAZIR DEĞERLER;   ;;12.761,10;
   108.01;KREDİ KARTI SATIŞLARI;ZR 0979 10/06 MERKEZ Z RAPORU;12.761,10;;
391;HESAPLANAN KDV;   ;;;2.028,45
   391.010;% 10 HESAPLANAN KDV;ZR 0979 10/06 MERKEZ Z RAPORU;178,05;;
   391.020;% 20 HESAPLANAN KDV;ZR 0979 10/06 MERKEZ Z RAPORU;1.850,40;;
600;YURTİÇİ SATIŞLAR;   ;;;18.798,75
600.00;KDV SİZ SATIŞLARI;   ;7.766,20;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;ZR 0979 10/06 MERKEZ Z RAPORU;7.766,20;;
600.010;% 10 KDV Lİ SATIŞLAR;   ;1.780,55;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;ZR 0979 10/06 MERKEZ Z RAPORU;1.780,55;;
600.020;%20 KDV Lİ SATIŞLAR;   ;9.252,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;ZR 0979 10/06 MERKEZ Z RAPORU;9.252,00;;
FİŞ AÇIKLAMA : ;Z RAPORU;;;;
TOPLAM :;;;;20.827,20;20.827,20
;;;;;
06507-----06507-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;81,36;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;81,36;;
   191.108.10;%10 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT K062025000002502 10/06 AKPA DAYANIKLI TÜKETİM MALLARI A.Ş.;81,36;;
760;PAZARLAMA SATIŞ VE DAĞITIM GİDERLERİ;   ;;813,64;
760.05;GENEL GİDERLER;   ;813,64;;
   760.05.10;%10 KDV Lİ GENEL GİDERLER;FT K062025000002502 10/06 AKPA DAYANIKLI TÜKETİM MALLARI A.Ş.;813,64;;
336;DİĞER ÇEŞİTLİ BORÇLAR;   ;;;895,00
   336.09;ZİRAATBANK COMBO KREDİ KARTI **** 5629;FT K062025000002502 10/06 AKPA DAYANIKLI TÜKETİM MALLARI A.Ş.;895,00;;
FİŞ AÇIKLAMA : ;GİDER;;;;
TOPLAM :;;;;895,00;895,00
;;;;;
06508-----06508-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;15,23;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;15,23;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT 0012025110787569 10/06 TURKCELL İLETİŞİM HİZMETLERİ A.Ş.;15,23;;
689;DİĞER OLAĞANDIŞI GİDER VE ZARARLAR (-);   ;;7,62;
689.01;KANUNEN KABUL EDİLMEYEN GİDERLER;   ;7,62;;
   689.01.10;6802 sayılı Gider Vergileri Kanunu uyarınca gider yazılan özel iletişim vergisi;FT 0012025110787569 10/06 TURKCELL İLETİŞİM HİZMETLERİ A.Ş.;7,62;;
770;GENEL YÖNETİM GİDERLERİ;   ;;76,15;
   770.18;%20 KDV Lİ HABERLEŞME GİDERİ;FT 0012025110787569 10/06 TURKCELL İLETİŞİM HİZMETLERİ A.Ş.;76,15;;
100;KASA;   ;;;99,00
   100.01;NAKİT KASASI TL;FT 0012025110787569 10/06 TURKCELL İLETİŞİM HİZMETLERİ A.Ş.;99,00;;
FİŞ AÇIKLAMA : ;GİDER;;;;
TOPLAM :;;;;99,00;99,00
;;;;;
06509-----06509-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
191;İNDİRİLECEK KATMA DEĞER VERGİSİ;   ;;15,23;
191.108;Yurtiçi Tevkifatsız Alımlar İçin Ödenen KDV;   ;15,23;;
   191.108.20;%20 İndirilecek KDV - Yurtiçi Tevkifatsız Alımlar İçin Ödenen;FT 0012025110787570 10/06 TURKCELL İLETİŞİM HİZMETLERİ A.Ş.;15,23;;
689;DİĞER OLAĞANDIŞI GİDER VE ZARARLAR (-);   ;;7,62;
689.01;KANUNEN KABUL EDİLMEYEN GİDERLER;   ;7,62;;
   689.01.10;6802 sayılı Gider Vergileri Kanunu uyarınca gider yazılan özel iletişim vergisi;FT 0012025110787570 10/06 TURKCELL İLETİŞİM HİZMETLERİ A.Ş.;7,62;;
770;GENEL YÖNETİM GİDERLERİ;   ;;76,15;
   770.18;%20 KDV Lİ HABERLEŞME GİDERİ;FT 0012025110787570 10/06 TURKCELL İLETİŞİM HİZMETLERİ A.Ş.;76,15;;
100;KASA;   ;;;99,00
   100.01;NAKİT KASASI TL;FT 0012025110787570 10/06 TURKCELL İLETİŞİM HİZMETLERİ A.Ş.;99,00;;
FİŞ AÇIKLAMA : ;GİDER;;;;
TOPLAM :;;;;99,00;99,00
;;;;;
06510-----06510-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
100;KASA;   ;;7.311,62;
   100.01;NAKİT KASASI TL;ZR 0980 10/06 MERKEZ Z RAPORU;7.311,62;;
108;DİĞER HAZIR DEĞERLER;   ;;19.217,52;
   108.01;KREDİ KARTI SATIŞLARI;ZR 0980 10/06 MERKEZ Z RAPORU;19.217,52;;
391;HESAPLANAN KDV;   ;;;2.739,18
   391.010;% 10 HESAPLANAN KDV;ZR 0980 10/06 MERKEZ Z RAPORU;312,69;;
   391.020;% 20 HESAPLANAN KDV;ZR 0980 10/06 MERKEZ Z RAPORU;2.426,49;;
600;YURTİÇİ SATIŞLAR;   ;;;23.789,96
600.00;KDV SİZ SATIŞLARI;   ;8.530,60;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;ZR 0980 10/06 MERKEZ Z RAPORU;8.530,60;;
600.010;% 10 KDV Lİ SATIŞLAR;   ;3.126,91;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;ZR 0980 10/06 MERKEZ Z RAPORU;3.126,91;;
600.020;%20 KDV Lİ SATIŞLAR;   ;12.132,45;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;ZR 0980 10/06 MERKEZ Z RAPORU;12.132,45;;
FİŞ AÇIKLAMA : ;Z RAPORU;;;;
TOPLAM :;;;;26.529,14;26.529,14
;;;;;
06511-----06511-----MAHSUP-----10/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;405,00;
   108.01;KREDİ KARTI SATIŞLARI;ZR 3039 10/06 MOBİL Z RAPORU;405,00;;
